teff_0,logg_0,teff_0.5,logg_0.5,teff_-0.5,logg_-0.5
3.666575742,2.417454277,3.626255609,2.251295446,3.65913843,1.926029647
3.664810392,2.389205467,3.615407499,2.077624811,3.671724495,2.128893152
3.664908985,2.390793217,3.629078598,2.276308269,3.672151746,2.147196192
3.664909405,2.390799946,3.631957331,2.328850496,3.66913087,2.083364891
3.664909631,2.390803666,3.631802786,2.312420401,3.682028028,2.284464301
3.664909831,2.390806846,3.633150378,2.344242759,3.680143984,2.252455021
3.664909995,2.390809762,3.631433505,2.306509531,3.690935233,2.407788682
3.664910178,2.390812686,3.627800677,2.261446127,3.688494536,2.351743826
3.664910364,2.390815607,3.633947462,2.351127657,3.688465939,2.377177705
3.664910562,2.390818669,3.633955483,2.351235851,3.690830716,2.392009811
3.664910743,2.39082193,3.633955824,2.351240808,3.69016717,2.385566957
3.664910977,2.390825591,3.633956018,2.351243582,3.690177224,2.385728391
3.664911243,2.39082951,3.633956181,2.351245564,3.690177818,2.385738152
3.664911507,2.390833998,3.63395631,2.351247152,3.690178182,2.385743929
3.664911829,2.390838992,3.633956424,2.351248771,3.690178468,2.385748482
3.664912186,2.390844797,3.633956539,2.351250231,3.690178711,2.385752414
3.66491261,2.390851426,3.63395665,2.351251952,3.690178953,2.385756241
3.664913118,2.390859647,3.633956772,2.351253625,3.690179185,2.385760015
3.66491378,2.390870477,3.633956902,2.351255393,3.690179414,2.385763837
3.664914852,2.390887247,3.63395706,2.351257494,3.690179657,2.385767869
3.664917072,2.390922855,3.633957203,2.351259628,3.690179911,2.385772125
3.664924655,2.391041945,3.633957393,2.351262152,3.690180177,2.385776514
3.665060822,2.393193007,3.633957603,2.351265066,3.690180479,2.385781187
3.666151987,2.409791002,3.633957864,2.351268652,3.690180782,2.385786151
3.665425858,2.399381558,3.633958254,2.351274092,3.690181126,2.385791591
3.664435673,2.382946382,3.633959171,2.351286794,3.690181494,2.385797411
3.665859144,2.393981995,3.634020916,2.352216142,3.690181867,2.385803891
3.666895926,2.400388756,3.633987693,2.351722114,3.690182312,2.38581099
3.668068079,2.407477546,3.63393373,2.350635603,3.690182798,2.385818743
3.668107339,2.404326524,3.63409647,2.352200456,3.690186968,2.385827626
3.667818361,2.399325949,3.634649303,2.359741089,3.690212203,2.385838594
3.667093608,2.38889092,3.635209694,2.368125739,3.690212949,2.385850705
3.665980909,2.372735293,3.634338643,2.354198208,3.690213834,2.385865085
3.666178308,2.373531314,3.63435028,2.350999197,3.690214981,2.385883543
3.66579966,2.365825057,3.635712167,2.363942086,3.690216587,2.385909561
3.665381189,2.357322234,3.636566665,2.369412153,3.690219238,2.38595281
3.664962085,2.34828404,3.637262367,2.373400731,3.690225066,2.386046589
3.664249113,2.335882973,3.638017712,2.377638108,3.690240625,2.386298015
3.663353076,2.321961717,3.638205367,2.375347172,3.690339587,2.387793498
3.662904839,2.314815714,3.638082276,2.370294756,3.691234323,2.401047204
3.661897161,2.300163841,3.63830198,2.369590378,3.691904058,2.411436434
3.660828453,2.284503667,3.63759241,2.357360674,3.691854335,2.411470022
3.65976157,2.268947689,3.63790119,2.360814513,3.691231539,2.400031768
3.658666857,2.252860788,3.637672683,2.35673321,3.691553599,2.396201433
3.658050528,2.243349438,3.636723184,2.342421355,3.692833969,2.400543694
3.658572803,2.250285434,3.635847292,2.329223041,3.694189344,2.404624802
3.659083786,2.257246911,3.635033057,2.317075405,3.694655448,2.401113796
3.659596252,2.264300523,3.634122534,2.303741318,3.694823192,2.395619002
3.660118058,2.271416953,3.633856015,2.299685418,3.694397057,2.387070231
3.660645705,2.278909624,3.633225856,2.290308696,3.693633238,2.375538807
3.661139451,2.286070305,3.63308834,2.287966553,3.692795094,2.36366686
3.661676796,2.293167283,3.6323677,2.277396559,3.692246048,2.355703467
3.662272871,2.301585808,3.631419828,2.263566157,3.691542947,2.345982421
3.663311481,2.316879895,3.630526736,2.250476729,3.691085658,2.339657502
3.663608268,2.321606159,3.629679815,2.238134434,3.6901277,2.326885928
3.662866918,2.31133687,3.628840923,2.225726362,3.689179247,2.314014697
3.661740116,2.295099872,3.629010534,2.227856637,3.688372473,2.302765644
3.660607559,2.278742714,3.629271429,2.231395501,3.687954936,2.296785483
3.659462122,2.262260117,3.629983387,2.241409836,3.688107673,2.298204924
3.658337242,2.245776495,3.630625318,2.250664665,3.688382904,2.30119849
3.657191146,2.22917616,3.630026708,2.242300396,3.68914314,2.311245989
3.656053535,2.212565242,3.628942202,2.226422871,3.68893959,2.308344277
3.654912839,2.195916747,3.627842295,2.210495794,3.688462036,2.302356124
3.653777402,2.17923652,3.626744029,2.194544598,3.687588045,2.290413143
3.652631993,2.162505031,3.62564687,2.178569046,3.68673519,2.278771858
3.651505077,2.145804495,3.624535882,2.162530586,3.685872819,2.267023688
3.650354538,2.129037873,3.623445487,2.146546678,3.684901967,2.253787006
3.649216177,2.11229963,3.622337811,2.13049555,3.683941582,2.240484938
3.648070906,2.095555019,3.621232995,2.114453353,3.683001638,2.227170087
3.64694108,2.078866069,3.620136121,2.098423783,3.682046348,2.213848061
3.645813365,2.062208498,3.619039592,2.082391839,3.681105075,2.20049325
3.644680817,2.045573181,3.617941806,2.066356045,3.680161311,2.18709626
3.643550141,2.028992256,3.616824711,2.050277144,3.679214358,2.173667419
3.642436141,2.012509446,3.615729055,2.034259424,3.678286961,2.16027945
3.641318616,1.996082762,3.614637272,2.018266895,3.677358152,2.146879616
3.640226489,1.979792764,3.613524384,2.002238363,3.676421336,2.133457419
3.639123191,1.963551041,3.612405736,1.986217545,3.675503724,2.120095316
3.638038736,1.9474638,3.611308976,1.970280187,3.674581119,2.106731611
3.637043466,1.932870872,3.610214951,1.954386605,3.673680248,2.093448022
3.636079775,1.918435111,3.609109883,1.938506113,3.672779278,2.080192144
3.635088231,1.903714316,3.608007571,1.922678517,3.671882116,2.06697948
3.634087401,1.888798719,3.606910156,1.906912792,3.67099964,2.05385388
3.633071133,1.873722337,3.605815675,1.891209714,3.670122553,2.040794855
3.632046776,1.858543462,3.604740001,1.875615808,3.669259126,2.027822571
3.63102372,1.843303219,3.603653754,1.860079329,3.668397992,2.014909039
3.629998142,1.828009871,3.602403223,1.842087219,3.667539043,2.002061395
3.628964941,1.812665489,3.601164425,1.824203872,3.666689455,1.98931583
3.627938173,1.797345766,3.599904552,1.806027255,3.66579048,1.97559044
3.626940711,1.782318078,3.598635321,1.78763989,3.664881759,1.961884859
3.626828861,1.78064828,3.597326806,1.769031767,3.663967789,1.947886585
3.627039414,1.783807022,3.596037205,1.750375353,3.663045983,1.933667442
3.627231942,1.7867511,3.594723375,1.731597232,3.662117821,1.919306386
3.627146987,1.785179171,3.593458946,1.713359918,3.661171883,1.904803724
3.6265928,1.776895096,3.592237837,1.695806718,3.660223761,1.89022463
3.625772519,1.764636184,3.591002811,1.678174354,3.659272087,1.875576397
3.624926706,1.751963643,3.589752396,1.660344491,3.658336451,1.860929115
3.624581733,1.74671193,3.588476609,1.642107447,3.657381423,1.846201312
3.624425135,1.74422086,3.587164956,1.623322941,3.656429432,1.831474762
3.624389714,1.743594848,3.585832751,1.604374416,3.655499374,1.816895805
3.624901149,1.750861383,3.584537824,1.585835849,3.655291042,1.813219731
3.625558972,1.760355387,3.583552941,1.571701558,3.655448929,1.815687762
3.626273366,1.771099599,3.584802416,1.589273227,3.655618375,1.818234362
3.626267663,1.771263451,3.586112054,1.607805858,3.65582249,1.821042423
3.625996884,1.767250801,3.587461194,1.627110479,3.656026935,1.824461668
3.62566066,1.762341513,3.588813142,1.646416876,3.656500124,1.831320658
3.62529926,1.757315757,3.590166937,1.665538367,3.657402108,1.84539275
3.624983503,1.752490022,3.591479928,1.684089022,3.658222039,1.858231007
3.624488967,1.745523525,3.592725273,1.701890622,3.658659887,1.865033303
3.623576866,1.732083759,3.593947192,1.719584491,3.658717201,1.865604425
3.622539179,1.71692752,3.595207632,1.737335339,3.658658907,1.864381838
3.621475545,1.701489541,3.596433619,1.754979218,3.658545556,1.862429239
3.620401742,1.685922862,3.597649596,1.772493344,3.658377578,1.859705091
3.619338361,1.670321,3.598771343,1.788866582,3.658160448,1.85621925
3.618269073,1.654658355,3.599822747,1.803477486,3.657793651,1.85028027
3.617188851,1.638936098,3.600077061,1.807038664,3.657077086,1.838993644
3.616114125,1.623202125,3.599049333,1.792066549,3.656306326,1.826831547
3.615010537,1.607372499,3.597801153,1.774143519,3.655546041,1.815220079
3.613930062,1.591580652,3.596528918,1.755795127,3.654923772,1.805899622
3.612819513,1.575692476,3.595235077,1.737236282,3.65410948,1.793877591
3.611728555,1.559842511,3.593948958,1.718594638,3.653152879,1.779476729
3.610631291,1.543969002,3.592637727,1.699805015,3.652165565,1.764703379
3.609525289,1.528062036,3.591315911,1.680919158,3.651204695,1.749913322
3.608424661,1.51215581,3.589998517,1.661986041,3.650235432,1.735040556
3.607312064,1.496211724,3.58865533,1.642936403,3.649256164,1.720081293
3.606208916,1.480282455,3.587302729,1.623822078,3.648283975,1.705096413
3.60509262,1.464313306,3.585952912,1.604677604,3.647301296,1.690041728
3.603976911,1.448342195,3.584590509,1.585469798,3.646323617,1.674961139
3.602851831,1.432339648,3.583239871,1.56625847,3.645338824,1.659832846
3.601734012,1.416353057,3.58188619,1.54702564,3.644341539,1.644656077
3.6005991,1.40032705,3.580505198,1.527711953,3.643357929,1.62950499
3.599458178,1.384288503,3.579154428,1.508465281,3.642370573,1.614332402
3.598326067,1.368274738,3.577783733,1.489157514,3.641381808,1.59915
3.597179749,1.352231772,3.576410515,1.469835217,3.640379453,1.583926036
3.59604731,1.336229942,3.575042172,1.45052285,3.639374349,1.568690778
3.594935,1.320287464,3.573659201,1.431167409,3.638383408,1.553483742
3.59377952,1.304246801,3.572293569,1.411853997,3.637372552,1.538216471
3.592646228,1.288268886,3.570911869,1.392490756,3.636375535,1.522981117
3.591512508,1.272299682,3.569533234,1.37312813,3.635351983,1.507677709
3.59038244,1.25634734,3.568178211,1.353826782,3.634349318,1.492423411
3.589235338,1.240360954,3.56678054,1.334421527,3.63333177,1.477128163
3.588100817,1.224412164,3.565391581,1.315041908,3.63231866,1.4618418
3.586957832,1.208447917,3.564007691,1.295681289,3.631269785,1.446459281
3.585809062,1.192473536,3.562607792,1.276286133,3.630262485,1.431183414
3.58466552,1.176508208,3.561227019,1.256945881,3.62923889,1.415864344
3.583527755,1.160551415,3.559830256,1.237572109,3.62820096,1.400513477
3.582370617,1.144534445,3.558430954,1.218199832,3.627179374,1.385209755
3.581212489,1.12849671,3.557036856,1.198847965,3.626156731,1.369909341
3.580061315,1.112453835,3.555655436,1.17953539,3.625122026,1.354587899
3.57889205,1.096341567,3.554267045,1.160210813,3.624091382,1.339285675
3.577716969,1.080188016,3.552877237,1.140887797,3.623047486,1.323959728
3.576536661,1.063998087,3.551496177,1.121586813,3.622021285,1.308692023
3.575351747,1.047776042,3.550115734,1.10228251,3.620970257,1.293373162
3.574159597,1.031521695,3.548724923,1.082943729,3.61993097,1.278095944
3.572972287,1.015262884,3.547349286,1.063625201,3.618883207,1.26281024
3.571776344,0.998969221,3.545945699,1.044214493,3.61783766,1.247541561
3.570598784,0.982704604,3.544537282,1.024768105,3.616806973,1.232320704
3.569396389,0.966364626,3.543120492,1.005276893,3.615743495,1.21702187
3.568184731,0.94998417,3.541713397,0.98578873,3.614684629,1.20173791
3.566985364,0.933617002,3.540288963,0.966240723,3.61362481,1.186448601
3.565776971,0.91721409,3.538884989,0.946721697,3.612548386,1.171108577
3.564549343,0.900754138,3.537452338,0.927109109,3.611489369,1.155793974
3.563354784,0.884361447,3.536033023,0.907503676,3.610412243,1.14040725
3.562124687,0.867873416,3.534597648,0.887837758,3.609330024,1.124977987
3.560902283,0.851393032,3.533150023,0.868119454,3.608226835,1.109465789
3.559687269,0.834921038,3.531713469,0.848410854,3.607139457,1.093962946
3.558458553,0.818411682,3.530269482,0.828669839,3.606053644,1.078439881
3.557226974,0.801889025,3.528823862,0.808911115,3.604933601,1.062814417
3.555988355,0.785345917,3.527383459,0.789152436,3.603814549,1.047179635
3.554759926,0.768823703,3.525918747,0.769326534,3.60271776,1.031590383
3.553513323,0.75225129,3.524472334,0.749536433,3.601602324,1.015946383
3.552277504,0.735698321,3.523018331,0.72971849,3.600480954,1.000273637
3.551030395,0.719118683,3.521571714,0.709910221,3.599350408,0.984564046
3.549787434,0.702547551,3.520091094,0.690010446,3.598226849,0.96885565
3.548525563,0.685931089,3.518617084,0.670118223,3.597096304,0.953116707
3.547277579,0.669339128,3.517138571,0.650210245,3.595958902,0.93734975
3.546006185,0.652689479,3.515643554,0.630260315,3.594811643,0.92154857
3.54477917,0.636138973,3.514158479,0.610328447,3.593658169,0.905721621
3.543507523,0.619485981,3.512642585,0.590322928,3.59251734,0.889919369
3.542270448,0.602905664,3.511133905,0.570330074,3.591352493,0.874055459
3.540276524,0.576533364,3.509631271,0.550348692,3.590195777,0.858205905
3.538288717,0.550163993,3.50809766,0.530294543,3.589026308,0.842326292
3.536282162,0.52373954,3.506563428,0.510236837,3.587854882,0.826437858
3.534285325,0.49732082,3.505024263,0.490166501,3.58668532,0.810549148
3.532291708,0.470887541,3.503492635,0.47011191,3.585509232,0.794633222
3.530280841,0.444388536,3.50194008,0.450009568,3.58430873,0.778660657
3.528263127,0.417835402,3.500378841,0.429884356,3.583137773,0.762740348
3.526244464,0.39123408,3.49860402,0.40713579,3.581957542,0.746782725
3.524180598,0.364470946,3.49682947,0.384375668,3.580762732,0.730786541
3.522132852,0.33766377,3.495017376,0.361520204,3.579027924,0.7075689
3.520103227,0.311170903,3.493193526,0.338624366,3.577297333,0.684352536
3.518295868,0.287717139,3.491344225,0.315654531,3.575552375,0.661092833
3.516797424,0.268215275,3.48948695,0.292650256,3.573798296,0.637797263
3.514928305,0.244051957,3.48758585,0.269520088,3.572068248,0.614537905
3.513120315,0.220899939,3.485670932,0.246334166,3.570292051,0.591150939
3.511758661,0.203519336,3.483748289,0.223080864,3.56854878,0.567817961
3.512451063,0.212529914,3.481757004,0.199639542,3.566768094,0.544368571
3.513683046,0.228409196,3.479748817,0.176106596,3.564985261,0.520879805
3.515776707,0.254913026,3.477727176,0.152467585,3.563180655,0.497298353
3.517851679,0.281230013,3.475662193,0.128652654,3.561386724,0.473681069
3.519814637,0.306320931,3.473528792,0.104600749,3.559811038,0.453230089
3.520886887,0.319849603,3.471373736,0.080375489,3.558533334,0.436474206
3.520631307,0.316548969,3.469184068,0.055985772,3.557108473,0.417967006
3.520372172,0.313242457,3.466933455,0.031284435,3.557590151,0.424263543
3.520114155,0.309937689,3.464639532,0.006275033,3.557687994,0.425536305
3.519823989,0.306560738,3.462739103,0.014197505,3.555859146,0.401918326
3.519534866,0.303178589,3.460626345,0.036490856,3.55400381,0.378235359
3.519249192,0.299796948,3.459704052,0.046431042,3.552136867,0.354507367
3.518957149,0.296391086,3.459837349,0.045607402,3.550259939,0.330713996
3.518631514,0.292899956,3.459707355,0.047551906,3.549017548,0.314889117
3.518289663,0.289358145,3.457708356,0.068611793,3.548363922,0.30658137
3.517727564,0.283204771,3.455663155,0.089767912,3.54766802,0.297531157
3.517112612,0.275729943,3.453576798,0.111133933,3.547128344,0.290770549
3.516278568,0.266082997,3.451480993,0.132422177,3.546598033,0.283815011
3.515399938,0.256281724,3.4497588,0.149588766,3.546051345,0.277084378
3.51455275,0.246481322,3.448452949,0.162609387,3.545532147,0.270364199
3.513325327,0.232164335,3.449176156,0.155542669,3.544962031,0.263484955
3.511105361,0.20467515,3.451055479,0.136742833,3.544396032,0.256525325
3.50884902,0.176875893,3.452919267,0.117881409,3.543838587,0.249459574
3.506516128,0.148552504,3.454644063,0.100313,3.543223331,0.242065664
3.504851623,0.128027868,3.455067973,0.095992516,3.542582176,0.234142005
3.50527249,0.131327077,3.455240797,0.094125195,3.543851958,0.250400465
3.505109022,0.128293639,3.455304357,0.092920584,3.545316083,0.26888463
3.505519637,0.131861495,3.45535794,0.091749099,3.546962564,0.289811693
3.505908054,0.135405119,3.455388128,0.090635472,3.548816477,0.313375428
3.506281212,0.138920996,3.455401157,0.089583073,3.550640454,0.336900253
3.506648048,0.142428761,3.455451668,0.087838394,3.552475663,0.36044864
3.506994312,0.14589072,3.455527482,0.085653807,3.554324157,0.38401721
3.507329294,0.149327147,3.455909287,0.080040506,3.556154345,0.407554293
3.507652457,0.152743614,3.458112443,0.056631229,3.557980754,0.431073801
3.507949709,0.156105827,3.460313327,0.03308594,3.559763178,0.454503368
3.508232409,0.159436625,3.462462636,0.009821222,3.561390297,0.476422676
3.50850967,0.162755715,3.464616904,0.013687009,3.562127863,0.485017135
3.508792009,0.1660841,3.466763245,0.037191853,3.562719506,0.492325266
3.50906024,0.169382415,3.468741222,0.059351165,3.56325266,0.498882538
3.509297554,0.172613023,3.470834419,0.082706036,3.563841272,0.505555661
3.509532845,0.175842281,3.472907522,0.106070281,3.564335738,0.512025736
3.509755782,0.17904574,3.474937748,0.129375753,3.564913018,0.518675468
3.509966606,0.182224854,3.476929456,0.152563829,3.565417016,0.525166545
3.51013598,0.185313909,3.478918074,0.175775338,3.56595874,0.531741702
3.510333712,0.188469152,3.479253849,0.177974475,3.56649079,0.538295143
3.510452323,0.191452316,3.479347359,0.177000343,3.566961195,0.544709145
3.510541115,0.19437822,3.479400776,0.175947955,3.5674391,0.551139429
3.510657249,0.197363176,3.479454528,0.17488535,3.567912273,0.557561402
3.510762033,0.200336687,3.4794824,0.173790042,3.568314303,0.563816193
3.510789365,0.203134849,3.479485887,0.172648246,3.568800666,0.570266024
3.511107108,0.209205166,3.479459915,0.171440827,3.569061554,0.574705254
3.511408032,0.214851302,3.479377748,0.170131181,3.56816237,0.563312666
3.509700894,0.193969081,3.47930312,0.168830985,3.566367632,0.53984143
3.507968239,0.17303151,3.479204919,0.167488648,3.564568233,0.516360022
3.506221153,0.152076241,3.479085473,0.166105853,3.562763426,0.492866727
3.504659975,0.133122993,3.478940867,0.164675258,3.560950994,0.469355733
3.504643449,0.130266068,3.478757855,0.163170727,3.559128561,0.445822864
3.504585847,0.127334028,3.478367725,0.159313448,3.557301586,0.42227974
3.504513772,0.124391914,3.477877781,0.154400809,3.555456474,0.39869684
3.504476932,0.12154147,3.477377663,0.149470422,3.55360704,0.375104749
3.504393218,0.118598078,3.476822597,0.144438312,3.551777866,0.351557073
3.504262724,0.115559893,3.476265458,0.139405978,3.549950689,0.328014189
3.504131449,0.11252855,3.475681308,0.134323845,3.548094102,0.304407353
3.50396851,0.109434419,3.475073337,0.129204451,3.546228604,0.280780168
3.503801916,0.10633277,3.47442168,0.124007101,3.544362045,0.257150651
3.50359613,0.103157379,3.473721275,0.118723335,3.5424871,0.233503847
3.50339044,0.099981183,3.473028036,0.113465125,3.540615613,0.209863775
3.5031534,0.096740792,3.47227916,0.108111997,3.538743918,0.186223182
3.502938521,0.09354047,3.471576309,0.102816416,3.536869513,0.16257672
3.502582698,0.089094138,3.470304697,0.0904346,3.534990321,0.138919834
3.501937846,0.081131858,3.468255641,0.068237612,3.53310399,0.115248555
3.501207668,0.071871683,3.466070027,0.044819968,3.531223879,0.09158932
3.500430944,0.062515199,3.463868531,0.021254603,3.529330337,0.067901085
3.499619964,0.053088441,3.461670252,0.002321438,3.527409388,0.044154689
3.497874867,0.031697512,3.459441646,0.025930596,3.52550823,0.020448394
3.49566722,0.004760665,3.457181216,0.049581992,3.523616258,0.003240503
3.493431614,0.022232935,3.454890364,0.073278027,3.52169764,0.026988034
3.491176387,0.049263573,3.452591447,0.096978638,3.519794753,0.050713468
3.488884333,0.076367716,3.450279694,0.120694668,3.517898031,0.073938639
3.486576006,0.103503124,3.447934573,0.144458202,3.517205448,0.082529884
3.484208326,0.130751922,3.445562935,0.168256251,3.516538555,0.091024432
3.48182031,0.158037633,3.44314107,0.192116341,3.515875368,0.099502906
3.479402892,0.185379489,3.440721337,0.215984809,3.515340207,0.106389068
3.476952067,0.212781831,3.438263283,0.239910859,3.514774988,0.113034774
3.47445728,0.240268849,3.43588832,0.262770976,3.514250535,0.11959075
3.472927229,0.256319716,3.436313291,0.261097105,3.513729654,0.126138146
3.472431145,0.260032674,3.436754015,0.259357684,3.513205292,0.13269195
3.471930984,0.263751943,3.437186052,0.25761423,3.512642746,0.139323567
3.471412137,0.267494868,3.437603421,0.25588073,3.512083811,0.145948555
3.470819986,0.271357542,3.437990261,0.254172252,3.51154296,0.15254245
3.470222021,0.275239554,3.438325318,0.252515178,3.510993042,0.159152253
3.469582604,0.279204036,3.438664611,0.250852461,3.510442772,0.165767156
3.468932791,0.28319608,3.438984108,0.249208938,3.509873721,0.172429144
3.468263873,0.287257417,3.439292524,0.24757831,3.509364643,0.178514809
3.467507012,0.294331025,3.439546171,0.246016043,3.509004954,0.182504624
3.469360794,0.274852862,3.439775889,0.244485607,3.508629145,0.186543342
3.471851876,0.247675166,3.440347023,0.239935815,3.508258379,0.190628163
3.47389862,0.225273953,3.440961908,0.234897092,3.509256963,0.1781908
3.475913654,0.203890165,3.441550221,0.22988738,3.511175573,0.154614054
3.477909276,0.182521341,3.442111821,0.224909344,3.513060928,0.131038284
3.479920906,0.161138341,3.442668559,0.219934655,3.514983979,0.107357719
3.481924101,0.139762866,3.443217665,0.21496701,3.516914224,0.083652509
3.483929929,0.11746047,3.443743942,0.210028113,3.518811423,0.060001378
3.486168753,0.0928671,3.444219321,0.205160002,3.519733329,0.048953158
3.48851256,0.065724422,3.444738181,0.20023146,3.520261195,0.04242601
3.490908615,0.038457027,3.445206373,0.195369486,3.520834695,0.035807626
3.493225105,0.011347452,3.445661621,0.190528132,3.521384376,0.029233551
3.495572402,0.015818112,3.446088648,0.185723865,3.521913401,0.022698434
3.497838989,0.042389598,3.446490356,0.180954044,3.522464925,0.016114259
3.499774471,0.06506835,3.446860783,0.176233251,3.523014714,0.009534497
3.500574003,0.073021139,3.447242625,0.171498715,3.523539895,0.003003796
3.501344288,0.080768927,3.445661986,0.187743445,3.524085993,0.003565497
3.50221488,0.090303471,3.443689968,0.208070819,3.524413175,0.007702892
3.503041406,0.099750581,3.441684197,0.228450922,3.524752152,0.011579343
3.503895825,0.109245643,3.439672918,0.248837385,3.525073986,0.015426381
3.504723128,0.118689514,3.437619046,0.269283402,3.525376705,0.019232265
3.505540028,0.12810819,3.435542792,0.289759645,3.525693016,0.023057585
3.505747329,0.130331449,3.433453468,0.310252746,3.525994725,0.027190696
3.504087818,0.109503505,3.431313801,0.330805705,3.526464506,0.032958667
3.502373278,0.088548103,3.429144974,0.351399199,3.525678025,0.022887777
3.500543456,0.066156343,3.426990769,0.37197201,3.52393793,0.001129095
3.498621431,0.043053344,3.424559682,0.395240799,3.522319598,0.019082191
3.496520044,0.017751292,3.422045269,0.419303015,3.520772145,0.038184887
3.495632333,0.007557771,3.419482436,0.443413763,3.519233054,0.057278943
3.494660481,0.003104359,3.416908867,0.46754596,3.518126491,0.070834343
3.492368148,0.030283877,3.414336869,0.491670846,3.517800188,0.074746036
3.490079724,0.057435107,3.411730716,0.515835247,3.517500613,0.078584866
3.487785515,0.084602704,3.409091945,0.540042003,3.517207053,0.0824072
3.485383325,0.112022984,3.406434867,0.564274202,3.516852361,0.087090075
3.482970715,0.139495225,3.403756815,0.588543533,3.516517967,0.090989107
3.480538321,0.167062099,3.402241212,0.602388414,3.516189972,0.09487586
3.478034809,0.194890687,3.401561475,0.608799458,3.515862023,0.098760632
3.475932399,0.218031711,3.40231131,0.602023149,3.515497436,0.10325802
3.475045318,0.225966167,3.404437164,0.582794999,3.514953267,0.109861104
3.474162634,0.233885103,3.406595395,0.563509042,3.514410107,0.11647239
3.473320842,0.24105727,3.408702086,0.544256592,3.513839127,0.123145758
3.472516772,0.247047698,3.410794917,0.525010772,3.513285007,0.129807072
3.471679844,0.253657259,3.412879655,0.505598661,3.511763239,0.14833813
3.471077973,0.257677592,3.415083154,0.485009091,3.511447111,0.152246997
3.469719771,0.267669709,3.417276986,0.464424044,3.512024744,0.145118351
3.468273648,0.277862286,3.419442411,0.443858221,3.512694326,0.13674519
3.469080488,0.266194968,3.421595975,0.423309357,3.513958982,0.121142827
3.471113521,0.244919728,3.42374286,0.402763343,3.515840615,0.097543341
3.473097719,0.22370529,3.425837798,0.382274339,3.517802263,0.073767767
3.475127417,0.202258226,3.428110406,0.360163605,3.519683171,0.050154779
3.477284994,0.179019728,3.430598953,0.336149305,3.521589544,0.026478747
3.47968694,0.153023617,3.433066698,0.312160027,3.523472474,0.002850772
3.482148221,0.125793659,3.43317455,0.312072298,3.525311016,0.019752279
3.484562927,0.09901809,3.433099991,0.313427564,3.527234119,0.043442488
3.486996254,0.071729273,3.433001491,0.314809877,3.529113107,0.066949275
3.489421723,0.044462691,3.432893367,0.316201841,3.529383329,0.069675081
3.491767162,0.01731412,3.432758929,0.317623186,3.528893789,0.06376706
3.4941471,0.009882818,3.433407746,0.311194384,3.530203285,0.080293298
3.495757114,0.029820801,3.435846908,0.287229525,3.53192868,0.101919335
3.494094807,0.011764027,3.438308471,0.263232587,3.533640988,0.123531913
3.492477547,0.005759957,3.440739029,0.239270019,3.535375276,0.145199332
3.493428285,0.003819089,3.443135548,0.215350249,3.537140376,0.166928473
3.49438787,0.013453099,3.445553551,0.191401294,3.538862139,0.188561207
3.495346237,0.023095017,3.447805866,0.168637753,3.540575659,0.210170975
3.496314643,0.032755532,3.449724836,0.149352018,3.54233669,0.231878666
3.49724692,0.042337215,3.451687924,0.129036242,3.543983301,0.253340363
3.498148629,0.051850707,3.453632025,0.108748788,3.545752716,0.275068645
3.499024259,0.061313777,3.455580332,0.088454795,3.547414186,0.296567491
3.499876217,0.070736232,3.45749348,0.068217426,3.549171664,0.318267186
3.500713887,0.080133725,3.45948102,0.046913727,3.550855056,0.339812287
3.501534537,0.089477856,3.461709707,0.023252358,3.552560927,0.361386063
3.502180988,0.096811221,3.463935456,0.00040804,3.554216671,0.38284952
3.502543968,0.100517622,3.466085744,0.023943821,3.554927841,0.391780562
3.502863546,0.103865784,3.46824276,0.047486904,3.555366853,0.395968276
3.503170251,0.107190707,3.470367846,0.070972077,3.555683808,0.399763803
3.503460794,0.110484837,3.47056892,0.072311232,3.556017824,0.403597815
3.503725739,0.113728792,3.46978221,0.06292814,3.556326987,0.407376178
3.503979814,0.116954261,3.467823812,0.041203271,3.556619322,0.411114939
3.504188905,0.120087458,3.466135698,0.022435737,3.556932798,0.414895352
3.504406825,0.123240096,3.464430866,0.003638486,3.557243591,0.418846621
3.504650608,0.126451747,3.462700739,0.015203339,3.557609306,0.423487236
3.504808089,0.129482578,3.46092755,0.034121949,3.558059986,0.429177609
3.504968989,0.132531324,3.459119752,0.053304769,3.558508574,0.434865904
3.505136574,0.135594937,3.457187456,0.073636988,3.558853928,0.440310403
3.505271277,0.138597292,3.45520678,0.094059741,3.559345672,0.445799829
3.505372365,0.141534096,3.453210769,0.114530221,3.559768137,0.45138445
3.505496859,0.14452059,3.451184755,0.135074235,3.560196625,0.456907316
3.505568829,0.147411558,3.449136717,0.155685576,3.561685024,0.475808943
3.504442504,0.134763237,3.447049069,0.176421585,3.561323645,0.470552564
3.502174376,0.107741915,3.444935161,0.197302746,3.561043835,0.466553932
3.499855335,0.080606052,3.443461329,0.211833243,3.560573104,0.460091849
3.49752724,0.053457257,3.443901911,0.207315937,3.560083627,0.453597796
3.495172999,0.02626083,3.444325605,0.202747149,3.559597609,0.447094308
3.492793924,0.000996113,3.442100961,0.224934391,3.559002066,0.439532521
3.490546641,0.026780172,3.439664508,0.249132278,3.558510889,0.432929336
3.489984378,0.035869703,3.437220075,0.273353238,3.557997601,0.426330116
3.48943989,0.04490334,3.434755459,0.297654758,3.557649811,0.421909522
